"","dbn","latitude","longitude","postcode","accessibility","district","borough","school_name.x","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multiple_race_categories","multiple_race_categories_1","white","white_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index","school_name.y","sharedbuilding","school_name"
"263","06M173","40.845469","-73.940468","10033","Partially Accessible","6","MANHATTAN","P.S. 173","2018-19","483","72","58","65","67","80","70","71","0","0","0","0","0","0","0","231","0.478","252","0.522","19","0.039","14","0.029","435","0.901","2","0.004","13","0.027","84","0.174","67","0.139","399","0.826","0.78","P.S. 173",NA,NA
"264","06M178",NA,NA,NA,NA,NA,NA,"Professor Juan Bosch Public School","2018-19","284","0","57","54","54","41","49","29","0","0","0","0","0","0","0","138","0.486","146","0.514","3","0.011","6","0.021","228","0.803","4","0.014","43","0.151","70","0.246","31","0.109","190","0.669","0.668",NA,NA,NA
"265","06M187","40.856693","-73.937093","10040","Not Accessible","6","MANHATTAN","P.S./I.S. 187 Hudson Cliffs","2018-19","775","18","90","74","80","83","84","77","94","83","92","0","0","0","0","401","0.517","374","0.483","38","0.049","28","0.036","373","0.481","37","0.048","299","0.386","131","0.169","30","0.039","307","0.396","0.393","P.S./I.S. 187 Hudson Cliffs","0","P.S./I.S. 187 Hudson Cliffs (06M187)"
"266","06M189","40.852631","-73.927604","10040","Partially Accessible","6","MANHATTAN","P.S. 189","2018-19","743","69","81","101","109","115","155","113","0","0","0","0","0","0","0","388","0.522","355","0.478","4","0.005","10","0.013","704","0.948","0","0.0","25","0.034","148","0.199","182","0.245","689","0.927","0.875","P.S. 189",NA,NA
"267","06M192","40.820953","-73.951145","10031","Not Accessible","6","MANHATTAN","P.S. 192 Jacob H. Schiff","2018-19","390","47","62","56","59","47","50","69","0","0","0","0","0","0","0","196","0.503","194","0.497","1","0.003","37","0.095","336","0.862","1","0.003","15","0.038","81","0.208","114","0.292","357","0.915","0.845","P.S. 192 Jacob H. Schiff",NA,NA
"268","06M209",NA,NA,NA,NA,NA,NA,"Hamilton Grange Middle School","2018-19","295","0","0","0","0","0","0","0","114","89","92","0","0","0","0","129","0.437","166","0.563","5","0.017","31","0.105","244","0.827","5","0.017","10","0.034","66","0.224","61","0.207","268","0.908","0.848",NA,NA,NA
"269","06M210","40.829832","-73.944789","10031","Fully Accessible","6","MANHATTAN","P.S./I.S. 210 - Twenty-first Century Academy for C","2018-19","425","16","42","46","44","50","38","35","52","46","56","0","0","0","0","219","0.515","206","0.485","1","0.002","6","0.014","417","0.981","1","0.002","0","0.0","94","0.221","163","0.384","394","0.927","0.875","P.S./I.S. 210 Twenty-First Century Academy for Community Leadership",NA,NA
"270","06M211",NA,NA,NA,NA,NA,NA,"Inwood Early College for Health and Information Te","2018-19","414","0","0","0","0","0","0","0","0","0","0","111","127","73","103","181","0.437","233","0.563","2","0.005","49","0.118","349","0.843","8","0.019","6","0.014","103","0.249","48","0.116","377","0.911","0.818",NA,NA,NA
"271","06M223",NA,NA,NA,NA,NA,NA,"The Mott Hall School","2018-19","300","0","0","0","0","0","0","0","102","95","103","0","0","0","0","153","0.51","147","0.49","8","0.027","24","0.08","243","0.81","6","0.02","19","0.063","42","0.14","7","0.023","232","0.773","0.735",NA,NA,NA
"272","06M278",NA,NA,NA,NA,NA,NA,"Paula Hedbavny School","2018-19","551","0","43","58","55","60","64","63","68","74","66","0","0","0","0","285","0.517","266","0.483","14","0.025","14","0.025","423","0.768","12","0.022","88","0.16","110","0.2","82","0.149","374","0.679","0.628",NA,NA,NA
"273","06M293",NA,NA,NA,NA,NA,NA,"City College Academy of the Arts","2018-19","608","0","0","0","0","0","0","0","90","92","80","91","94","90","71","334","0.549","274","0.451","8","0.013","24","0.039","556","0.914","4","0.007","16","0.026","89","0.146","33","0.054","492","0.809","0.794",NA,NA,NA
"274","06M311",NA,NA,NA,NA,NA,NA,"Amistad Dual Language School","2018-19","404","0","42","48","40","43","51","33","50","50","47","0","0","0","0","197","0.488","207","0.512","4","0.01","8","0.02","373","0.923","2","0.005","17","0.042","73","0.181","115","0.285","318","0.787","0.765",NA,NA,NA
"275","06M314",NA,NA,NA,NA,NA,NA,"Muscota","2018-19","296","0","50","52","52","50","50","42","0","0","0","0","0","0","0","160","0.541","136","0.459","12","0.041","9","0.03","135","0.456","19","0.064","121","0.409","52","0.176","18","0.061","105","0.355","0.416",NA,NA,NA
"276","06M319",NA,NA,NA,NA,NA,NA,"M.S. 319 - Maria Teresa","2018-19","385","0","0","0","0","0","0","0","120","149","116","0","0","0","0","178","0.462","207","0.538","0","0.0","12","0.031","370","0.961","0","0.0","3","0.008","102","0.265","151","0.392","368","0.956","0.889",NA,NA,NA
"277","06M322",NA,NA,NA,NA,NA,NA,"Middle School 322","2018-19","400","0","0","0","0","0","0","0","103","129","168","0","0","0","0","176","0.44","224","0.56","3","0.007","16","0.04","375","0.938","1","0.002","5","0.013","98","0.245","170","0.425","380","0.95","0.905",NA,NA,NA
"278","06M324",NA,NA,NA,NA,NA,NA,"M.S. 324 - Patria Mirabal","2018-19","340","0","0","0","0","0","0","0","81","124","135","0","0","0","0","169","0.497","171","0.503","3","0.009","38","0.112","286","0.841","1","0.003","12","0.035","104","0.306","116","0.341","309","0.909","0.892",NA,NA,NA
"279","06M328",NA,NA,NA,NA,NA,NA,"Community Math & Science Prep","2018-19","210","0","0","0","0","0","0","0","57","72","81","0","0","0","0","91","0.433","119","0.567","6","0.029","18","0.086","177","0.843","1","0.005","8","0.038","75","0.357","108","0.514","205","0.976","0.907",NA,NA,NA
"280","06M346",NA,NA,NA,NA,NA,NA,"Community Health Academy of the Heights","2018-19","713","0","0","0","0","0","0","0","90","89","99","94","111","112","118","353","0.495","360","0.505","5","0.007","51","0.072","642","0.9","1","0.001","14","0.02","144","0.202","129","0.181","629","0.882","0.89",NA,NA,NA
"281","06M348","40.848908","-73.930948","10033","Fully Accessible","6","MANHATTAN","Washington Heights Expeditionary Learning School","2018-19","864","33","44","37","33","33","33","0","98","86","86","91","102","95","93","391","0.453","473","0.547","10","0.012","30","0.035","788","0.912","6","0.007","30","0.035","177","0.205","139","0.161","697","0.807","0.835","Washington Heights Expeditionary Learning School",NA,NA
"282","06M349",NA,NA,NA,NA,NA,NA,"Harbor Heights","2018-19","129","0","0","0","0","0","0","0","24","40","65","0","0","0","0","58","0.45","71","0.55","0","0.0","0","0.0","129","1.0","0","0.0","0","0.0","2","0.016","118","0.915","126","0.977","0.906",NA,NA,NA
"283","06M366","40.8654","-73.921101","10034","Fully Accessible","6","MANHATTAN","Washington Heights Academy","2018-19","589","54","58","55","59","58","63","63","61","63","55","0","0","0","0","302","0.513","287","0.487","12","0.02","11","0.019","553","0.939","1","0.002","12","0.02","104","0.177","70","0.119","506","0.859","0.78","Washington Heights Academy",NA,NA
"284","06M368",NA,NA,NA,NA,NA,NA,"Hamilton Heights School","2018-19","149","0","12","20","20","33","36","28","0","0","0","0","0","0","0","67","0.45","82","0.55","5","0.034","30","0.201","74","0.497","9","0.06","31","0.208","28","0.188","25","0.168","101","0.678","0.699",NA,NA,NA
"285","06M423",NA,NA,NA,NA,NA,NA,"High School for Excellence and Innovation","2018-19","182","0","0","0","0","0","0","0","0","0","0","43","43","25","71","89","0.489","93","0.511","0","0.0","16","0.088","163","0.896","1","0.005","2","0.011","35","0.192","93","0.511","171","0.94","0.945",NA,NA,NA
"286","06M462",NA,NA,NA,NA,NA,NA,"The College Academy","2018-19","427","0","0","0","0","0","0","0","0","0","0","95","110","102","120","172","0.403","255","0.597","1","0.002","27","0.063","385","0.902","5","0.012","9","0.021","75","0.176","223","0.522","410","0.96","0.927",NA,NA,NA
"287","06M463",NA,NA,NA,NA,NA,NA,"High School for Media and Communications","2018-19","396","0","0","0","0","0","0","0","0","0","0","125","110","93","68","179","0.452","217","0.548","3","0.008","39","0.098","346","0.874","3","0.008","5","0.013","69","0.174","197","0.497","378","0.955","0.923",NA,NA,NA
"288","06M467",NA,NA,NA,NA,NA,NA,"High School for Law and Public Service","2018-19","481","0","0","0","0","0","0","0","0","0","0","127","158","100","96","238","0.495","243","0.505","3","0.006","67","0.139","400","0.832","1","0.002","10","0.021","123","0.256","188","0.391","431","0.896","0.915",NA,NA,NA
"289","06M468",NA,NA,NA,NA,NA,NA,"High School for Health Careers and Sciences","2018-19","423","0","0","0","0","0","0","0","0","0","0","127","145","87","64","210","0.496","213","0.504","8","0.019","63","0.149","343","0.811","5","0.012","4","0.009","77","0.182","174","0.411","415","0.981","0.918",NA,NA,NA
"290","06M513","40.841321","-73.938506","10032","Partially Accessible","6","MANHATTAN","Castle Bridge School","2018-19","210","18","41","29","38","27","26","31","0","0","0","0","0","0","0","113","0.538","97","0.462","3","0.014","12","0.057","145","0.69","8","0.038","42","0.2","72","0.343","73","0.348","138","0.657","0.668","Castle Bridge School",NA,NA
"291","06M528",NA,NA,NA,NA,NA,NA,"I.S. 528 Bea Fuller Rodgers School","2018-19","233","0","0","0","0","0","0","0","85","92","56","0","0","0","0","132","0.567","101","0.433","2","0.009","2","0.009","227","0.974","0","0.0","2","0.009","43","0.185","64","0.275","225","0.966","0.889",NA,NA,NA
"292","06M540",NA,NA,NA,NA,NA,NA,"A. Philip Randolph Campus High School","2018-19","1503","0","0","0","0","0","0","0","0","0","0","619","378","226","280","760","0.506","743","0.494","82","0.055","410","0.273","942","0.627","35","0.023","34","0.023","231","0.154","213","0.142","1285","0.855","0.855",NA,NA,NA
"293","06M552",NA,NA,NA,NA,NA,NA,"Gregorio Luperon High School for Science and Mathe","2018-19","521","0","0","0","0","0","0","0","0","0","0","95","138","129","159","274","0.526","247","0.474","0","0.0","0","0.0","521","1.0","0","0.0","0","0.0","9","0.017","406","0.779","517","0.992","0.987",NA,NA,NA
"294","07X001","40.818816","-73.91901","10451","Not Accessible","7","BRONX","P.S. 001 Courtlandt School","2018-19","649","92","85","97","89","93","101","92","0","0","0","0","0","0","0","324","0.499","325","0.501","6","0.009","153","0.236","483","0.744","1","0.002","6","0.009","151","0.233","157","0.242","622","0.958","0.95","P.S. 1 Courtlandt School",NA,NA
"295","07X005","40.813728","-73.908886","10455","Not Accessible","7","BRONX","P.S. 5 Port Morris","2018-19","729","32","55","70","58","64","78","73","94","108","97","0","0","0","0","346","0.475","383","0.525","3","0.004","202","0.277","500","0.686","6","0.008","18","0.025","172","0.236","179","0.246","701","0.962","0.947","P.S. 5 Port Morris","0","P.S. 5 Port Morris (07X005)"
"296","07X018","40.816406","-73.92329","10451","Not Accessible","7","BRONX","P.S. 018 John Peter Zenger","2018-19","574","36","73","89","85","99","108","84","0","0","0","0","0","0","0","281","0.49","293","0.51","7","0.012","146","0.254","393","0.685","6","0.01","22","0.038","158","0.275","160","0.279","573","0.998","0.959","P.S. 18 John Peter Zenger",NA,NA
"297","07X025","40.812619","-73.906063","10455","Not Accessible","7","BRONX","P.S. 025 Bilingual School","2018-19","541","50","74","85","86","80","73","93","0","0","0","0","0","0","0","245","0.453","296","0.547","4","0.007","54","0.1","475","0.878","3","0.006","5","0.009","167","0.309","100","0.185","510","0.943","0.913","P.S. 25 Bilingual School",NA,NA
"298","07X029","40.821515","-73.917279","10451","Not Accessible","7","BRONX","P.S./M.S. 029 Melrose School","2018-19","795","59","71","62","68","89","83","88","91","87","97","0","0","0","0","374","0.47","421","0.53","11","0.014","256","0.322","504","0.634","14","0.018","10","0.013","172","0.216","116","0.146","728","0.916","0.925","P.S./M.S. 29 Melrose School","0","P.S./M.S. 029 Melrose School (07X029)"
"299","07X030","40.80937","-73.917584","10454","Not Accessible","7","BRONX","P.S. 030 Wilton","2018-19","536","82","58","61","82","85","89","79","0","0","0","0","0","0","0","280","0.522","256","0.478","4","0.007","121","0.226","394","0.735","5","0.009","12","0.022","118","0.22","112","0.209","496","0.925","0.941","P.S. 30 Wilton",NA,NA
"300","07X031","40.82316","-73.921631","10451","Partially Accessible","7","BRONX","P.S./M.S. 031 The William Lloyd Garrison","2018-19","716","56","83","71","63","64","67","65","89","72","86","0","0","0","0","315","0.44","401","0.56","22","0.031","189","0.264","473","0.661","8","0.011","24","0.034","161","0.225","94","0.131","636","0.888","0.91","P.S./M.S. 31 The William Lloyd Garrison","1","P.S./M.S. 031 The William Lloyd Garrison (07X031)"
"301","07X043","40.806351","-73.921196","10454","Not Accessible","7","BRONX","P.S. 043 Jonas Bronck","2018-19","452","94","41","50","59","57","73","78","0","0","0","0","0","0","0","246","0.544","206","0.456","1","0.002","110","0.243","336","0.743","2","0.004","3","0.007","91","0.201","57","0.126","433","0.958","0.921","P.S. 43 Jonas Bronck",NA,NA
"302","07X049","40.810085","-73.923102","10454","Not Accessible","7","BRONX","P.S. 049 Willis Avenue","2018-19","650","84","83","89","102","100","105","87","0","0","0","0","0","0","0","308","0.474","342","0.526","2","0.003","183","0.282","451","0.694","8","0.012","6","0.009","187","0.288","88","0.135","625","0.962","0.945","P.S. 49 Willis Avenue",NA,NA
"303","07X065","40.807335","-73.912731","10454","Fully Accessible","7","BRONX","P.S. 065 Mother Hale Academy","2018-19","377","35","47","54","65","64","67","45","0","0","0","0","0","0","0","192","0.509","185","0.491","8","0.021","114","0.302","247","0.655","5","0.013","3","0.008","93","0.247","48","0.127","366","0.971","0.972","P.S. 65 Mother Hale Academy",NA,NA
"304","07X151",NA,NA,NA,NA,NA,NA,"J.H.S. 151 Lou Gehrig","2018-19","230","0","0","0","0","0","0","0","57","85","88","0","0","0","0","113","0.491","117","0.509","1","0.004","57","0.248","165","0.717","1","0.004","6","0.026","63","0.274","74","0.322","222","0.965","0.941",NA,NA,NA
"305","07X154","40.808034","-73.926204","10454","Not Accessible","7","BRONX","P.S. 154 Jonathan D. Hyatt","2018-19","333","35","35","46","49","54","53","61","0","0","0","0","0","0","0","160","0.48","173","0.52","2","0.006","137","0.411","186","0.559","5","0.015","3","0.009","71","0.213","29","0.087","324","0.973","0.953","P.S. 154 Jonathan D. Hyatt",NA,NA
"306","07X157","40.819258","-73.908553","10456","Not Accessible","7","BRONX","P.S. 157 Grove Hill","2018-19","635","54","99","77","103","99","99","104","0","0","0","0","0","0","0","283","0.446","352","0.554","1","0.002","176","0.277","416","0.655","40","0.063","2","0.003","130","0.205","50","0.079","603","0.95","0.903","P.S. 157 Grove Hill",NA,NA
"307","07X161","40.814916","-73.905518","10455","Not Accessible","7","BRONX","P.S. 161 Juan Ponce De Leon School","2018-19","485","93","69","64","62","61","74","62","0","0","0","0","0","0","0","223","0.46","262","0.54","2","0.004","97","0.2","371","0.765","6","0.012","9","0.019","126","0.26","67","0.138","473","0.975","0.936","P.S. 161 Juan Ponce De Leon School",NA,NA
"308","07X179","40.809534","-73.919903","10454","Partially Accessible","7","BRONX","P.S. 179","2018-19","311","33","22","48","45","62","52","49","0","0","0","0","0","0","0","152","0.489","159","0.511","3","0.01","47","0.151","254","0.817","4","0.013","3","0.01","65","0.209","67","0.215","294","0.945","0.933","P.S. 179",NA,NA
"309","07X221",NA,NA,NA,NA,NA,NA,"South Bronx Preparatory: A College Board School","2018-19","657","0","0","0","0","0","0","0","89","82","97","97","89","105","98","345","0.525","312","0.475","11","0.017","162","0.247","467","0.711","5","0.008","12","0.018","172","0.262","46","0.07","619","0.942","0.928",NA,NA,NA
"310","07X223",NA,NA,NA,NA,NA,NA,"The Laboratory School of Finance and Technology: X","2018-19","662","0","0","0","0","0","0","0","117","84","93","98","89","92","89","331","0.5","331","0.5","6","0.009","110","0.166","538","0.813","3","0.005","5","0.008","132","0.199","50","0.076","629","0.95","0.907",NA,NA,NA
"311","07X224",NA,NA,NA,NA,NA,NA,"P.S./I.S. 224","2018-19","328","0","0","0","0","0","0","0","99","94","135","0","0","0","0","147","0.448","181","0.552","1","0.003","83","0.253","238","0.726","1","0.003","5","0.015","97","0.296","63","0.192","317","0.966","0.948",NA,NA,NA
"312","07X259",NA,NA,NA,NA,NA,NA,"H.E.R.O. High (Health, Education, and Research Occ","2018-19","530","0","0","0","0","0","0","0","0","0","0","112","121","114","183","374","0.706","156","0.294","8","0.015","206","0.389","303","0.572","9","0.017","4","0.008","111","0.209","53","0.1","427","0.806","0.867",NA,NA,NA
"313","07X277","40.813517","-73.913402","10455","Not Accessible","7","BRONX","P.S. 277","2018-19","480","101","54","66","70","52","74","63","0","0","0","0","0","0","0","217","0.452","263","0.548","4","0.008","111","0.231","350","0.729","10","0.021","5","0.01","99","0.206","70","0.146","435","0.906","0.935","P.S. 277",NA,NA
"314","07X296",NA,NA,NA,NA,NA,NA,"South Bronx Academy for Applied Media","2018-19","231","0","0","0","0","0","0","0","74","66","91","0","0","0","0","114","0.494","117","0.506","4","0.017","70","0.303","153","0.662","4","0.017","0","0.0","77","0.333","36","0.156","204","0.883","0.926",NA,NA,NA
"315","07X298",NA,NA,NA,NA,NA,NA,"Academy of Public Relations","2018-19","266","0","0","0","0","0","0","0","85","91","90","0","0","0","0","128","0.481","138","0.519","0","0.0","60","0.226","200","0.752","3","0.011","3","0.011","86","0.323","78","0.293","241","0.906","0.947",NA,NA,NA
"316","07X334",NA,NA,NA,NA,NA,NA,"International Community High School","2018-19","425","0","0","0","0","0","0","0","0","0","0","146","114","82","83","201","0.473","224","0.527","18","0.042","68","0.16","320","0.753","9","0.021","10","0.024","28","0.066","346","0.814","415","0.976","0.987",NA,NA,NA
"317","07X343",NA,NA,NA,NA,NA,NA,"Academy of Applied Mathematics and Technology","2018-19","307","0","0","0","0","0","0","0","106","103","98","0","0","0","0","124","0.404","183","0.596","6","0.02","87","0.283","209","0.681","2","0.007","3","0.01","84","0.274","36","0.117","285","0.928","0.931",NA,NA,NA
"318","07X359","40.823174","-73.923326","10451","Partially Accessible","7","BRONX","Concourse Village Elementary School","2018-19","346","29","52","50","53","57","61","44","0","0","0","0","0","0","0","164","0.474","182","0.526","6","0.017","114","0.329","219","0.633","1","0.003","6","0.017","66","0.191","32","0.092","297","0.858","0.823","Concourse Village Elementary School",NA,NA
"319","07X369","40.809534","-73.919903","10454","Partially Accessible","7","BRONX","Young Leaders Elementary School","2018-19","252","43","28","35","33","38","34","41","0","0","0","0","0","0","0","116","0.46","136","0.54","0","0.0","39","0.155","206","0.817","3","0.012","4","0.016","81","0.321","83","0.329","245","0.972","0.948","Young Leaders Elementary School",NA,NA
"320","07X379",NA,NA,NA,NA,NA,NA,"Jill Chaifetz Transfer High School","2018-19","220","0","0","0","0","0","0","0","0","0","0","13","76","73","58","114","0.518","106","0.482","3","0.014","64","0.291","147","0.668","4","0.018","2","0.009","65","0.295","18","0.082","179","0.814","0.882",NA,NA,NA
"321","07X381",NA,NA,NA,NA,NA,NA,"Bronx Haven High School","2018-19","167","0","0","0","0","0","0","0","0","0","0","25","52","46","44","82","0.491","85","0.509","1","0.006","56","0.335","105","0.629","2","0.012","3","0.018","52","0.311","13","0.078","135","0.808","0.879",NA,NA,NA
"322","07X427",NA,NA,NA,NA,NA,NA,"Community School for Social Justice","2018-19","327","0","0","0","0","0","0","0","0","0","0","117","92","59","59","166","0.508","161","0.492","0","0.0","75","0.229","244","0.746","6","0.018","2","0.006","85","0.26","67","0.205","294","0.899","0.921",NA,NA,NA
"323","07X473",NA,NA,NA,NA,NA,NA,"Mott Haven Village Preparatory High School","2018-19","315","0","0","0","0","0","0","0","0","0","0","118","93","50","54","144","0.457","171","0.543","4","0.013","81","0.257","220","0.698","7","0.022","3","0.01","97","0.308","63","0.2","305","0.968","0.927",NA,NA,NA
"324","07X495",NA,NA,NA,NA,NA,NA,"University Heights Secondary School","2018-19","519","0","0","0","0","0","0","0","0","0","0","127","155","133","104","314","0.605","205","0.395","27","0.052","133","0.256","330","0.636","19","0.037","10","0.019","97","0.187","13","0.025","424","0.817","0.803",NA,NA,NA
"325","07X500",NA,NA,NA,NA,NA,NA,"Hostos-Lincoln Academy of Science","2018-19","547","0","0","0","0","0","0","0","59","50","69","97","111","78","83","278","0.508","269","0.492","12","0.022","128","0.234","396","0.724","4","0.007","7","0.013","109","0.199","18","0.033","435","0.795","0.852",NA,NA,NA
"326","07X522",NA,NA,NA,NA,NA,NA,"Bronx Design and Construction Academy","2018-19","452","0","0","0","0","0","0","0","0","0","0","111","111","125","105","72","0.159","380","0.841","2","0.004","126","0.279","306","0.677","9","0.02","9","0.02","132","0.292","76","0.168","404","0.894","0.873",NA,NA,NA
"327","07X527",NA,NA,NA,NA,NA,NA,"Bronx Leadership Academy II High School","2018-19","511","0","0","0","0","0","0","0","0","0","0","142","170","115","84","231","0.452","280","0.548","7","0.014","133","0.26","355","0.695","8","0.016","8","0.016","142","0.278","67","0.131","481","0.941","0.921",NA,NA,NA
"328","07X533",NA,NA,NA,NA,NA,NA,"Learning through Play Pre-K Center","2018-19","223","223","0","0","0","0","0","0","0","0","0","0","0","0","0","104","0.466","119","0.534","3","0.013","66","0.296","148","0.664","4","0.018","2","0.009","21","0.094","0","0.0","154","0.691","0.82",NA,NA,NA
"329","07X548",NA,NA,NA,NA,NA,NA,"Careers in Sports High School","2018-19","528","0","0","0","0","0","0","0","0","0","0","158","157","103","110","116","0.22","412","0.78","2","0.004","154","0.292","359","0.68","2","0.004","11","0.021","132","0.25","92","0.174","442","0.837","0.887",NA,NA,NA
"330","07X551",NA,NA,NA,NA,NA,NA,"The Urban Assembly Bronx Academy of Letters","2018-19","587","0","0","0","0","0","0","0","85","78","88","89","102","71","74","287","0.489","300","0.511","2","0.003","190","0.324","372","0.634","5","0.009","18","0.031","169","0.288","80","0.136","530","0.903","0.941",NA,NA,NA
"331","07X557",NA,NA,NA,NA,NA,NA,"Mott Haven Community High School","2018-19","243","0","0","0","0","0","0","0","0","0","0","0","87","102","54","106","0.436","137","0.564","0","0.0","77","0.317","154","0.634","1","0.004","11","0.045","78","0.321","25","0.103","205","0.844","0.9",NA,NA,NA
"332","07X584",NA,NA,NA,NA,NA,NA,"I.S. 584","2018-19","247","0","0","0","0","0","0","0","73","75","99","0","0","0","0","124","0.502","123","0.498","1","0.004","60","0.243","185","0.749","1","0.004","0","0.0","74","0.3","61","0.247","239","0.968","0.937",NA,NA,NA
"333","07X600",NA,NA,NA,NA,NA,NA,"Alfred E. Smith Career and Technical Education Hig","2018-19","455","0","0","0","0","0","0","0","0","0","0","130","122","101","102","57","0.125","398","0.875","2","0.004","99","0.218","345","0.758","3","0.007","6","0.013","126","0.277","88","0.193","420","0.923","0.892",NA,NA,NA
"334","07X670",NA,NA,NA,NA,NA,NA,"Health Opportunities High School","2018-19","497","0","0","0","0","0","0","0","0","0","0","151","136","93","117","312","0.628","185","0.372","4","0.008","187","0.376","290","0.584","12","0.024","4","0.008","111","0.223","68","0.137","432","0.869","0.912",NA,NA,NA
"335","08X014",NA,NA,NA,NA,NA,NA,"P.S. X014 Senator John Calandra","2018-19","581","0","83","84","72","101","134","107","0","0","0","0","0","0","0","283","0.487","298","0.513","29","0.05","34","0.059","386","0.664","14","0.024","118","0.203","134","0.231","43","0.074","391","0.673","0.51",NA,NA,NA
"336","08X036","40.829344","-73.850428","10472","Not Accessible","8","BRONX","P.S. 036 Unionport","2018-19","764","54","124","116","128","111","115","116","0","0","0","0","0","0","0","388","0.508","376","0.492","202","0.264","69","0.09","448","0.586","19","0.025","26","0.034","142","0.186","98","0.128","551","0.721","0.806","P.S. 36 Unionport",NA,NA
"337","08X048","40.814425","-73.886953","10474","Not Accessible","8","BRONX","P.S. 048 Joseph R. Drake","2018-19","668","59","63","111","100","104","116","115","0","0","0","0","0","0","0","313","0.469","355","0.531","3","0.004","146","0.219","510","0.763","1","0.001","8","0.012","188","0.281","151","0.226","630","0.943","0.949","P.S. 48 Joseph R. Drake",NA,NA
"338","08X062","40.814031","-73.900609","10455","Not Accessible","8","BRONX","P.S. 062 Inocensio Casanova","2018-19","668","53","95","86","99","118","113","104","0","0","0","0","0","0","0","264","0.395","404","0.605","1","0.001","126","0.189","518","0.775","6","0.009","17","0.025","220","0.329","85","0.127","646","0.967","0.922","P.S. 62 Inocensio Casanova",NA,NA
"339","08X069","40.816693","-73.860904","10473","Not Accessible","8","BRONX","P.S. 069 Journey Prep School","2018-19","629","54","93","89","90","110","95","98","0","0","0","0","0","0","0","297","0.472","332","0.528","16","0.025","97","0.154","497","0.79","8","0.013","11","0.017","134","0.213","74","0.118","527","0.838","0.797","P.S. 69 Journey Prep School",NA,NA
"340","08X071",NA,NA,NA,NA,NA,NA,"P.S. 071 Rose E. Scala","2018-19","1567","0","119","145","147","177","205","203","215","184","172","0","0","0","0","765","0.488","802","0.512","134","0.086","79","0.05","982","0.627","20","0.013","352","0.225","320","0.204","151","0.096","1136","0.725","0.599",NA,NA,NA
"341","08X072","40.822604","-73.818247","10465","Partially Accessible","8","BRONX","P.S. 072 Dr. William Dorney","2018-19","757","56","101","120","125","116","108","131","0","0","0","0","0","0","0","381","0.503","376","0.497","32","0.042","169","0.223","519","0.686","0","0.0","37","0.049","216","0.285","37","0.049","651","0.86","0.806","P.S. 72 Dr. William Dorney",NA,NA
"342","08X075","40.822719","-73.889435","10459","Not Accessible","8","BRONX","P.S. 75 School of Research and Discovery","2018-19","588","62","73","75","83","91","100","104","0","0","0","0","0","0","0","296","0.503","292","0.497","8","0.014","133","0.226","424","0.721","6","0.01","17","0.029","118","0.201","90","0.153","489","0.832","0.909","P.S. 75 School of Research and Discovery",NA,NA
"343","08X093","40.821776","-73.876918","10473","Not Accessible","8","BRONX","P.S. 093 Albert G. Oliver","2018-19","341","80","51","42","42","39","45","42","0","0","0","0","0","0","0","170","0.499","171","0.501","0","0.0","146","0.428","184","0.54","7","0.021","4","0.012","66","0.194","18","0.053","240","0.704","0.737","P.S. 93 Albert G. Oliver",NA,NA
"344","08X100","40.821409","-73.862976","10473","Not Accessible","8","BRONX","P.S. 100 Isaac Clason","2018-19","559","36","73","82","94","104","74","96","0","0","0","0","0","0","0","254","0.454","305","0.546","4","0.007","147","0.263","385","0.689","15","0.027","8","0.014","163","0.292","45","0.081","468","0.837","0.916","P.S. 100 Isaac Clason",NA,NA
"345","08X101",NA,NA,NA,NA,NA,NA,"M.S. X101 Edward R. Byrne","2018-19","545","0","0","0","0","0","0","0","181","190","174","0","0","0","0","307","0.563","238","0.437","85","0.156","55","0.101","310","0.569","11","0.02","84","0.154","128","0.235","7","0.013","398","0.73","0.571",NA,NA,NA
"346","08X107","40.818467","-73.868372","10473","Not Accessible","8","BRONX","P.S. 107","2018-19","553","35","89","77","100","88","85","79","0","0","0","0","0","0","0","277","0.501","276","0.499","2","0.004","171","0.309","369","0.667","3","0.005","8","0.014","193","0.349","62","0.112","544","0.984","0.96","P.S. 107",NA,NA
"347","08X119","40.828518","-73.856569","10472","Not Accessible","8","BRONX","The Dr. Emmett W. Bassett School","2018-19","803","36","104","112","135","140","139","137","0","0","0","0","0","0","0","413","0.514","390","0.486","235","0.293","81","0.101","373","0.465","47","0.059","67","0.083","128","0.159","221","0.275","664","0.827","0.886","P.S. 119",NA,NA
"348","08X123",NA,NA,NA,NA,NA,NA,"J.H.S. 123 James M. Kieran","2018-19","418","0","0","0","0","0","0","0","154","136","128","0","0","0","0","210","0.502","208","0.498","12","0.029","86","0.206","310","0.742","6","0.014","4","0.01","104","0.249","105","0.251","359","0.859","0.912",NA,NA,NA
