"","dbn","latitude","longitude","postcode","accessibility","district","borough","school_name.x","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multiple_race_categories","multiple_race_categories_1","white","white_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index","school_name.y","sharedbuilding","school_name"
"1534","32K549",NA,NA,NA,NA,NA,NA,"The Brooklyn School for Social Justice","2018-19","335","0","0","0","0","0","0","0","0","0","0","54","78","94","109","159","0.475","176","0.525","4","0.012","65","0.194","250","0.746","5","0.015","11","0.033","74","0.221","120","0.358","278","0.83","0.92",NA,NA,NA
"1535","32K552",NA,NA,NA,NA,NA,NA,"The Academy of Urban Planning and Engineering","2018-19","231","0","0","0","0","0","0","0","0","0","0","86","63","39","43","101","0.437","130","0.563","1","0.004","52","0.225","175","0.758","1","0.004","2","0.009","63","0.273","55","0.238","228","0.987","0.884",NA,NA,NA
"1536","32K554",NA,NA,NA,NA,NA,NA,"All City Leadership Secondary School","2018-19","430","0","0","0","0","0","0","0","60","59","61","64","67","61","58","239","0.556","191","0.444","27","0.063","37","0.086","324","0.753","2","0.005","40","0.093","50","0.116","11","0.026","350","0.814","0.681",NA,NA,NA
"1537","32K556",NA,NA,NA,NA,NA,NA,"Bushwick Leaders High School for Academic Excellen","2018-19","302","0","0","0","0","0","0","0","0","0","0","101","84","63","54","136","0.45","166","0.55","5","0.017","60","0.199","228","0.755","5","0.017","4","0.013","82","0.272","78","0.258","289","0.957","0.919",NA,NA,NA
"1538","32K562",NA,NA,NA,NA,NA,NA,"Evergreen Middle School for Urban Exploration","2018-19","370","0","0","0","0","0","0","0","119","130","121","0","0","0","0","182","0.492","188","0.508","3","0.008","81","0.219","279","0.754","0","0.0","7","0.019","84","0.227","61","0.165","350","0.946","0.897",NA,NA,NA
"1539","32K564",NA,NA,NA,NA,NA,NA,"Bushwick Community High School","2018-19","196","0","0","0","0","0","0","0","0","0","0","22","48","59","67","78","0.398","118","0.602","0","0.0","61","0.311","133","0.679","0","0.0","2","0.01","71","0.362","9","0.046","160","0.816","0.875",NA,NA,NA
"1540","75K004",NA,NA,NA,NA,NA,NA,"P.S. K004","2018-19","323","22","59","48","48","54","48","44","0","0","0","0","0","0","0","71","0.22","252","0.78","24","0.074","190","0.588","81","0.251","7","0.022","21","0.065","323","1.0","76","0.235","265","0.82","0.856",NA,NA,NA
"1541","75K036",NA,NA,NA,NA,NA,NA,"P.S. 36","2018-19","387","7","58","42","58","30","31","28","26","21","22","36","11","1","16","81","0.209","306","0.791","24","0.062","245","0.633","95","0.245","6","0.016","17","0.044","383","0.99","30","0.078","346","0.894","0.919",NA,NA,NA
"1542","75K053",NA,NA,NA,NA,NA,NA,"P.S. K053","2018-19","448","0","15","33","29","59","11","18","41","40","35","23","20","25","99","119","0.266","329","0.734","46","0.103","165","0.368","165","0.368","26","0.058","46","0.103","448","1.0","125","0.279","393","0.877","0.894",NA,NA,NA
"1543","75K077",NA,NA,NA,NA,NA,NA,"P.S. K077","2018-19","277","0","30","26","16","13","18","14","27","21","13","21","17","15","46","44","0.159","233","0.841","47","0.17","107","0.386","67","0.242","0","0.0","56","0.202","277","1.0","73","0.264","229","0.827","0.867",NA,NA,NA
"1544","75K140",NA,NA,NA,NA,NA,NA,"P.S. K140","2018-19","338","0","6","26","48","42","54","53","38","36","35","0","0","0","0","52","0.154","286","0.846","8","0.024","227","0.672","90","0.266","8","0.024","5","0.015","338","1.0","31","0.092","300","0.888","0.909",NA,NA,NA
"1545","75K141",NA,NA,NA,NA,NA,NA,"P.S. K141","2018-19","355","25","22","40","30","33","23","33","36","42","47","11","12","0","1","117","0.33","238","0.67","18","0.051","157","0.442","119","0.335","3","0.008","58","0.163","355","1.0","68","0.192","321","0.904","0.922",NA,NA,NA
"1546","75K231",NA,NA,NA,NA,NA,NA,"P.S. K231","2018-19","351","0","42","41","36","39","47","51","27","41","27","0","0","0","0","68","0.194","283","0.806","69","0.197","86","0.245","82","0.234","4","0.011","110","0.313","350","0.997","102","0.291","283","0.806","0.84",NA,NA,NA
"1547","75K368",NA,NA,NA,NA,NA,NA,"P.S. 368","2018-19","250","0","7","9","13","16","23","19","36","33","30","27","16","9","12","65","0.26","185","0.74","8","0.032","138","0.552","81","0.324","4","0.016","19","0.076","240","0.96","23","0.092","229","0.916","0.927",NA,NA,NA
"1548","75K369",NA,NA,NA,NA,NA,NA,"P.S. K369 - Coy L. Cox School","2018-19","534","0","27","37","26","37","40","58","61","62","71","21","38","30","26","95","0.178","439","0.822","35","0.066","272","0.509","177","0.331","6","0.011","44","0.082","533","0.998","85","0.159","457","0.856","0.873",NA,NA,NA
"1549","75K370",NA,NA,NA,NA,NA,NA,"P.S. 370","2018-19","249","0","0","7","8","20","21","11","36","14","38","39","30","19","6","71","0.285","178","0.715","31","0.124","80","0.321","62","0.249","4","0.016","72","0.289","249","1.0","76","0.305","197","0.791","0.835",NA,NA,NA
"1550","75K371",NA,NA,NA,NA,NA,NA,"P.S. 371 - Lillian L. Rashkis","2018-19","250","0","0","0","0","0","0","0","0","0","0","72","98","59","21","87","0.348","163","0.652","14","0.056","141","0.564","66","0.264","1","0.004","28","0.112","245","0.98","31","0.124","226","0.904","0.92",NA,NA,NA
"1551","75K372",NA,NA,NA,NA,NA,NA,"P.S. 372 -The Children's School","2018-19","207","0","29","28","34","34","33","35","2","12","0","0","0","0","0","51","0.246","156","0.754","10","0.048","39","0.188","58","0.28","12","0.058","88","0.425","207","1.0","14","0.068","84","0.406","0.44",NA,NA,NA
"1552","75K373",NA,NA,NA,NA,NA,NA,"P.S. 373 - Brooklyn Transition Center","2018-19","454","0","0","0","0","0","0","0","0","0","0","64","67","50","273","121","0.267","333","0.733","13","0.029","237","0.522","167","0.368","8","0.018","29","0.064","453","0.998","117","0.258","404","0.89","0.919",NA,NA,NA
"1553","75K396",NA,NA,NA,NA,NA,NA,"P.S. K396","2018-19","425","0","51","82","44","62","49","51","30","24","32","0","0","0","0","130","0.306","295","0.694","29","0.068","188","0.442","89","0.209","80","0.188","39","0.092","424","0.998","97","0.228","382","0.899","0.921",NA,NA,NA
"1554","75K721",NA,NA,NA,NA,NA,NA,"P.S. K721 - Brooklyn Occupational Training Center","2018-19","480","0","10","12","8","1","0","0","0","1","1","50","61","59","277","180","0.375","300","0.625","61","0.127","184","0.383","116","0.242","5","0.01","114","0.237","480","1.0","163","0.34","433","0.902","0.926",NA,NA,NA
"1555","75K753",NA,NA,NA,NA,NA,NA,"P.S. K753 - School for Career Development","2018-19","265","0","0","0","0","0","0","0","33","1","0","67","70","43","51","89","0.336","176","0.664","5","0.019","184","0.694","57","0.215","2","0.008","17","0.064","258","0.974","25","0.094","243","0.917","0.937",NA,NA,NA
"1556","75K771",NA,NA,NA,NA,NA,NA,"P.S. K771","2018-19","433","0","35","39","46","55","58","81","43","31","23","6","5","4","7","109","0.252","324","0.748","83","0.192","136","0.314","95","0.219","8","0.018","111","0.256","433","1.0","76","0.176","349","0.806","0.845",NA,NA,NA
"1557","75K811",NA,NA,NA,NA,NA,NA,"P.S. K811 Connie Lekas School","2018-19","337","0","0","0","0","0","0","0","14","10","24","48","27","49","165","112","0.332","225","0.668","32","0.095","167","0.496","75","0.223","12","0.036","51","0.151","337","1.0","103","0.306","310","0.92","0.932",NA,NA,NA
"1558","75M035",NA,NA,NA,NA,NA,NA,"P.S. 035","2018-19","317","0","0","0","2","3","4","2","4","4","2","114","102","20","60","104","0.328","212","0.669","8","0.025","136","0.429","138","0.435","7","0.022","28","0.088","285","0.899","21","0.066","267","0.842","0.872",NA,NA,NA
"1559","75M079",NA,NA,NA,NA,NA,NA,"P.S. M079 - Horan School","2018-19","266","0","0","0","0","0","0","0","9","7","5","57","39","44","105","82","0.308","184","0.692","4","0.015","78","0.293","168","0.632","4","0.015","12","0.045","266","1.0","105","0.395","248","0.932","0.957",NA,NA,NA
"1560","75M094",NA,NA,NA,NA,NA,NA,"P.S. M094","2018-19","413","0","30","49","26","40","64","57","39","40","39","7","10","7","5","84","0.203","329","0.797","31","0.075","124","0.3","185","0.448","5","0.012","68","0.165","413","1.0","75","0.182","337","0.816","0.849",NA,NA,NA
"1561","75M138",NA,NA,NA,NA,NA,NA,"P.S. 138","2018-19","613","8","56","58","54","55","52","56","46","45","48","21","18","19","77","165","0.269","448","0.731","22","0.036","177","0.289","370","0.604","4","0.007","40","0.065","613","1.0","186","0.303","552","0.9","0.932",NA,NA,NA
"1562","75M169",NA,NA,NA,NA,NA,NA,"P.S. M169 - Robert F. Kennedy","2018-19","356","0","25","42","60","63","44","34","27","26","23","5","3","4","0","63","0.177","293","0.823","6","0.017","174","0.489","158","0.444","6","0.017","12","0.034","356","1.0","50","0.14","328","0.921","0.941",NA,NA,NA
"1563","75M226",NA,NA,NA,NA,NA,NA,"P.S. M226","2018-19","298","24","29","18","14","19","17","13","17","23","12","12","20","14","66","59","0.198","239","0.802","11","0.037","104","0.349","149","0.5","9","0.03","25","0.084","298","1.0","49","0.164","251","0.842","0.878",NA,NA,NA
"1564","75M401",NA,NA,NA,NA,NA,NA,"Hospital Schools","2018-19","103","7","13","8","2","5","3","5","5","5","5","19","7","10","9","52","0.505","51","0.495","13","0.126","16","0.155","36","0.35","1","0.01","37","0.359","31","0.301","8","0.078","51","0.495","0.725",NA,NA,NA
"1565","75M501",NA,NA,NA,NA,NA,NA,"Home Instruction","2018-19","63","0","2","3","2","8","3","1","2","4","4","6","2","7","19","26","0.413","37","0.587","10","0.159","8","0.127","20","0.317","4","0.063","21","0.333","47","0.746","2","0.032","51","0.81","0.881",NA,NA,NA
"1566","75M721",NA,NA,NA,NA,NA,NA,"P.S. M721 - Manhattan Occupational Training Center","2018-19","198","0","0","0","0","0","0","0","1","14","8","18","22","30","105","73","0.369","125","0.631","15","0.076","60","0.303","98","0.495","1","0.005","24","0.121","198","1.0","75","0.379","179","0.904","0.934",NA,NA,NA
"1567","75M751",NA,NA,NA,NA,NA,NA,"Manhattan School for Career Development","2018-19","234","0","0","0","0","0","0","1","24","18","9","30","39","37","76","61","0.261","173","0.739","10","0.043","79","0.338","123","0.526","4","0.017","18","0.077","229","0.979","48","0.205","205","0.876","0.908",NA,NA,NA
"1568","75M811",NA,NA,NA,NA,NA,NA,"P.S. M811 - Mickey Mantle School","2018-19","367","24","15","23","31","44","43","48","55","38","46","0","0","0","0","71","0.193","296","0.807","7","0.019","160","0.436","185","0.504","3","0.008","12","0.033","364","0.992","59","0.161","330","0.899","0.93",NA,NA,NA
"1569","75Q004",NA,NA,NA,NA,NA,NA,"P.S. Q004","2018-19","410","27","44","54","42","58","58","48","20","28","31","0","0","0","0","86","0.21","324","0.79","106","0.259","114","0.278","122","0.298","16","0.039","52","0.127","410","1.0","61","0.149","290","0.707","0.74",NA,NA,NA
"1570","75Q009",NA,NA,NA,NA,NA,NA,"P.S. 009","2018-19","652","0","74","73","67","96","72","76","68","63","63","0","0","0","0","187","0.287","465","0.713","94","0.144","204","0.313","269","0.413","12","0.018","73","0.112","651","0.998","193","0.296","534","0.819","0.833",NA,NA,NA
"1571","75Q023",NA,NA,NA,NA,NA,NA,"P.S. Q023 @ Queens Children Center","2018-19","313","0","7","13","15","16","20","18","18","19","24","52","51","32","28","153","0.489","160","0.511","46","0.147","105","0.335","95","0.304","5","0.016","62","0.198","257","0.821","17","0.054","267","0.853","0.885",NA,NA,NA
"1572","75Q075",NA,NA,NA,NA,NA,NA,"Robert E. Peary School","2018-19","560","14","32","57","42","51","54","77","82","99","52","0","0","0","0","120","0.214","440","0.786","86","0.154","177","0.316","228","0.407","24","0.043","45","0.08","560","1.0","167","0.298","449","0.802","0.833",NA,NA,NA
"1573","75Q177",NA,NA,NA,NA,NA,NA,"P.S. Q177","2018-19","488","0","13","13","14","8","10","21","37","15","49","63","22","78","145","117","0.24","371","0.76","105","0.215","156","0.32","103","0.211","12","0.025","112","0.23","488","1.0","118","0.242","385","0.789","0.808",NA,NA,NA
"1574","75Q224",NA,NA,NA,NA,NA,NA,"P.S. Q224","2018-19","396","65","26","54","53","33","33","59","26","23","23","1","0","0","0","100","0.253","296","0.747","88","0.222","75","0.189","117","0.295","78","0.197","38","0.096","396","1.0","86","0.217","274","0.692","0.729",NA,NA,NA
"1575","75Q233",NA,NA,NA,NA,NA,NA,"P.S. Q233","2018-19","509","0","3","54","29","21","19","7","23","27","18","38","57","50","163","160","0.314","349","0.686","85","0.167","161","0.316","151","0.297","34","0.067","78","0.153","507","0.996","133","0.261","431","0.847","0.861",NA,NA,NA
"1576","75Q255",NA,NA,NA,NA,NA,NA,"P.S. Q255","2018-19","420","0","41","48","43","60","69","57","25","38","22","4","7","4","2","92","0.219","328","0.781","84","0.2","43","0.102","162","0.386","9","0.021","122","0.29","420","1.0","176","0.419","328","0.781","0.815",NA,NA,NA
"1577","75Q256",NA,NA,NA,NA,NA,NA,"P.S. Q256","2018-19","520","7","34","25","27","24","30","46","34","24","39","77","56","38","59","119","0.229","401","0.771","36","0.069","267","0.513","156","0.3","6","0.012","55","0.106","449","0.863","73","0.14","398","0.765","0.884",NA,NA,NA
"1578","75Q277",NA,NA,NA,NA,NA,NA,"The Riverview School","2018-19","483","0","93","57","82","33","35","28","31","25","41","17","10","10","21","116","0.24","367","0.76","117","0.242","81","0.168","210","0.435","11","0.023","64","0.133","483","1.0","207","0.429","368","0.762","0.787",NA,NA,NA
"1579","75Q721",NA,NA,NA,NA,NA,NA,"John F. Kennedy Jr. School","2018-19","484","0","0","0","0","0","0","0","0","0","0","70","114","68","232","157","0.324","327","0.676","84","0.174","84","0.174","222","0.459","10","0.021","84","0.174","484","1.0","223","0.461","415","0.857","0.876",NA,NA,NA
"1580","75Q752",NA,NA,NA,NA,NA,NA,"Queens Transition Center","2018-19","393","0","0","0","0","0","0","0","0","0","0","81","85","77","150","116","0.295","277","0.705","47","0.12","184","0.468","126","0.321","8","0.02","28","0.071","385","0.98","105","0.267","331","0.842","0.865",NA,NA,NA
"1581","75Q811",NA,NA,NA,NA,NA,NA,"P.S. Q811","2018-19","431","0","39","22","13","26","35","25","16","12","16","33","38","37","119","143","0.332","288","0.668","91","0.211","134","0.311","122","0.283","23","0.053","61","0.142","431","1.0","113","0.262","346","0.803","0.82",NA,NA,NA
"1582","75Q993",NA,NA,NA,NA,NA,NA,"P.S. Q993","2018-19","575","0","54","51","45","43","51","53","37","40","26","28","23","25","99","167","0.29","408","0.71","117","0.203","106","0.184","212","0.369","11","0.019","129","0.224","575","1.0","234","0.407","447","0.777","0.808",NA,NA,NA
"1583","75R025",NA,NA,NA,NA,NA,NA,"South Richmond High School I.S./P.S. 25","2018-19","582","15","18","13","21","12","19","16","55","63","63","106","85","36","60","169","0.29","413","0.71","13","0.022","218","0.375","175","0.301","12","0.021","164","0.282","576","0.99","30","0.052","479","0.823","0.838",NA,NA,NA
"1584","75R037",NA,NA,NA,NA,NA,NA,"The David Marquis School of the Arts","2018-19","366","31","27","59","32","36","33","34","22","12","13","7","15","2","43","96","0.262","270","0.738","26","0.071","59","0.161","110","0.301","12","0.033","159","0.434","366","1.0","24","0.066","284","0.776","0.796",NA,NA,NA
"1585","75R373",NA,NA,NA,NA,NA,NA,"P.S. R373","2018-19","568","28","61","68","89","93","79","90","31","13","16","0","0","0","0","126","0.222","442","0.778","60","0.106","134","0.236","169","0.298","23","0.04","182","0.32","568","1.0","78","0.137","452","0.796","0.821",NA,NA,NA
"1586","75R721",NA,NA,NA,NA,NA,NA,"The Richard H. Hungerford School","2018-19","459","0","0","0","0","0","0","0","32","28","33","51","45","68","202","142","0.309","317","0.691","32","0.07","81","0.176","167","0.364","8","0.017","171","0.373","459","1.0","72","0.157","419","0.913","0.92",NA,NA,NA
"1587","75X010",NA,NA,NA,NA,NA,NA,"P.S. X010","2018-19","587","14","88","70","60","62","78","66","61","47","31","2","3","3","2","174","0.296","413","0.704","13","0.022","177","0.302","355","0.605","6","0.01","36","0.061","586","0.998","146","0.249","520","0.886","0.917",NA,NA,NA
"1588","75X012",NA,NA,NA,NA,NA,NA,"P.S. X012 Lewis and Clark School","2018-19","271","0","0","0","0","0","0","0","2","20","28","19","30","37","135","69","0.255","202","0.745","8","0.03","85","0.314","152","0.561","18","0.066","8","0.03","271","1.0","94","0.347","254","0.937","0.952",NA,NA,NA
"1589","75X017",NA,NA,NA,NA,NA,NA,"P.S. X017","2018-19","451","0","32","34","29","38","52","86","66","40","57","7","6","4","0","78","0.173","373","0.827","10","0.022","177","0.392","234","0.519","8","0.018","22","0.049","451","1.0","81","0.18","405","0.898","0.929",NA,NA,NA
"1590","75X168",NA,NA,NA,NA,NA,NA,"P.S. 168","2018-19","530","15","20","50","54","73","59","88","49","46","60","4","9","1","2","123","0.232","407","0.768","21","0.04","179","0.338","311","0.587","7","0.013","12","0.023","530","1.0","121","0.228","479","0.904","0.933",NA,NA,NA
"1591","75X176",NA,NA,NA,NA,NA,NA,"P.S. X176","2018-19","554","0","0","0","0","0","0","0","87","50","64","80","55","54","164","97","0.175","457","0.825","13","0.023","230","0.415","270","0.487","6","0.011","35","0.063","554","1.0","69","0.125","467","0.843","0.873",NA,NA,NA
"1592","75X186",NA,NA,NA,NA,NA,NA,"P186X Walter J. Damrosch School","2018-19","712","0","95","47","59","90","93","87","80","94","57","3","3","3","1","215","0.302","497","0.698","17","0.024","279","0.392","380","0.534","12","0.017","24","0.034","702","0.986","218","0.306","659","0.926","0.951",NA,NA,NA
"1593","75X188",NA,NA,NA,NA,NA,NA,"P.S. X188","2018-19","506","31","27","19","28","20","17","22","71","63","77","47","28","22","34","136","0.269","370","0.731","13","0.026","189","0.374","277","0.547","10","0.02","17","0.034","506","1.0","113","0.223","454","0.897","0.93",NA,NA,NA
"1594","75X352",NA,NA,NA,NA,NA,NA,"The Vida Bogart School for All Children","2018-19","501","0","74","88","84","60","78","83","11","12","11","0","0","0","0","126","0.251","375","0.749","15","0.03","187","0.373","275","0.549","13","0.026","11","0.022","501","1.0","75","0.15","462","0.922","0.943",NA,NA,NA
"1595","75X469",NA,NA,NA,NA,NA,NA,"P469X - The Bronx School for Continuous Learners","2018-19","324","0","12","45","68","68","64","11","11","41","4","0","0","0","0","66","0.204","258","0.796","12","0.037","111","0.343","189","0.583","1","0.003","11","0.034","322","0.994","82","0.253","301","0.929","0.94",NA,NA,NA
"1596","75X596",NA,NA,NA,NA,NA,NA,"P.S. X596","2018-19","406","23","37","75","63","66","75","65","1","0","1","0","0","0","0","85","0.209","321","0.791","11","0.027","160","0.394","210","0.517","3","0.007","22","0.054","406","1.0","38","0.094","320","0.788","0.821",NA,NA,NA
"1597","75X721",NA,NA,NA,NA,NA,NA,"P.S. X721 - Stephen McSweeney School","2018-19","536","0","0","0","0","0","0","0","0","0","0","69","89","75","303","179","0.334","357","0.666","9","0.017","178","0.332","310","0.578","5","0.009","34","0.063","536","1.0","192","0.358","492","0.918","0.939",NA,NA,NA
"1598","75X723",NA,NA,NA,NA,NA,NA,"P.S. 723","2018-19","480","0","24","24","35","56","35","76","59","62","58","11","21","12","7","132","0.275","348","0.725","7","0.015","169","0.352","261","0.544","13","0.027","30","0.063","471","0.981","40","0.083","454","0.946","0.956",NA,NA,NA
"1599","75X754",NA,NA,NA,NA,NA,NA,"J. M. Rapport School Career Development","2018-19","525","0","0","0","0","0","0","0","0","0","0","190","95","85","155","161","0.307","364","0.693","4","0.008","205","0.39","300","0.571","1","0.002","15","0.029","518","0.987","166","0.316","481","0.916","0.954",NA,NA,NA
"1600","75X811",NA,NA,NA,NA,NA,NA,"P.S. X811","2018-19","634","0","0","0","0","0","0","0","0","1","1","78","114","86","354","192","0.303","442","0.697","20","0.032","218","0.344","366","0.577","7","0.011","23","0.036","632","0.997","241","0.38","589","0.929","0.956",NA,NA,NA
"1601","79M331",NA,NA,NA,NA,NA,NA,"JUDITH S. KAYE SCHOOL - D79","2018-19","12","0","0","0","0","0","0","0","0","0","0","7","3","1","1","3","0.25","9","0.75","0","0.0","8","0.667","3","0.25","1","0.083","0","0.0","7","0.583","0","0.0","10","0.833","0.872",NA,NA,NA
"1602","79M645",NA,NA,NA,NA,NA,NA,"School for Cooperative Technical Education","2018-19","688","0","0","0","0","0","0","0","0","0","0","0","0","0","688","134","0.195","554","0.805","49","0.071","245","0.356","302","0.439","10","0.015","82","0.119","15","0.022","40","0.058","392","0.57","0.679",NA,NA,NA
"1603","79M973",NA,NA,NA,NA,NA,NA,"Restart Academy","2018-19","447","0","0","0","0","0","0","0","8","18","114","104","107","54","42","157","0.351","290","0.649","11","0.025","149","0.333","229","0.512","10","0.022","48","0.107","179","0.4","89","0.199","374","0.837","0.873",NA,NA,NA
"1604","79Q344",NA,NA,NA,NA,NA,NA,"East River Academy","2018-19","180","0","0","0","0","0","0","0","0","0","0","71","71","14","24","10","0.056","170","0.944","2","0.011","110","0.611","58","0.322","3","0.017","7","0.039","73","0.406","21","0.117","105","0.583","0.762",NA,NA,NA
"1605","79Q950",NA,NA,NA,NA,NA,NA,"Pathways to Graduation","2018-19","3554","0","0","0","0","0","0","0","0","0","0","0","3527","1","26","1433","0.403","2121","0.597","466","0.131","1255","0.353","1583","0.445","65","0.018","185","0.052","479","0.135","547","0.154","2491","0.701","0.873",NA,NA,NA
"1606","79X695",NA,NA,NA,NA,NA,NA,"Passages Academy","2018-19","219","0","0","0","0","0","0","0","0","6","16","100","71","22","4","28","0.128","191","0.872","3","0.014","124","0.566","78","0.356","7","0.032","7","0.032","134","0.612","19","0.087","219","1.0","0.934",NA,NA,NA
"1607","84K037",NA,NA,NA,NA,NA,NA,"Beginning with Children Charter School II","2018-19","404","0","43","55","48","53","53","50","56","46","0","0","0","0","0","225","0.557","179","0.443","2","0.005","80","0.198","309","0.765","5","0.012","8","0.02","77","0.191","55","0.136","379","0.938","0.843",NA,NA,NA
"1608","84K125",NA,NA,NA,NA,NA,NA,"Success Academy Charter School - Bed-Stuy 2","2018-19","346","0","54","80","82","82","48","0","0","0","0","0","0","0","0","164","0.474","182","0.526","6","0.017","219","0.633","98","0.283","17","0.049","6","0.017","57","0.165","5","0.014","285","0.824","0.773",NA,NA,NA
"1609","84K129",NA,NA,NA,NA,NA,NA,"Success Academy Charter School - Cobble Hill","2018-19","329","0","56","62","66","74","65","3","2","1","0","0","0","0","0","173","0.526","156","0.474","30","0.091","89","0.271","101","0.307","18","0.055","91","0.277","42","0.128","16","0.049","179","0.544","0.509",NA,NA,NA
"1610","84K182",NA,NA,NA,NA,NA,NA,"Success Academy Charter School - Williamsburg","2018-19","426","0","82","82","93","74","84","9","0","2","0","0","0","0","0","221","0.519","205","0.481","21","0.049","96","0.225","237","0.556","16","0.038","56","0.131","63","0.148","29","0.068","273","0.641","0.638",NA,NA,NA
"1611","84K333",NA,NA,NA,NA,NA,NA,"Explore Exceed Charter School","2018-19","494","0","38","54","52","59","63","58","59","60","51","0","0","0","0","229","0.464","265","0.536","9","0.018","374","0.757","102","0.206","8","0.016","1","0.002","130","0.263","40","0.081","372","0.753","0.748",NA,NA,NA
"1612","84K355",NA,NA,NA,NA,NA,NA,"Williamsburg Collegiate Charter School","2018-19","330","0","0","0","0","0","0","83","79","84","84","0","0","0","0","165","0.5","165","0.5","2","0.006","94","0.285","230","0.697","2","0.006","2","0.006","57","0.173","17","0.052","280","0.848","0.752",NA,NA,NA
"1613","84K356",NA,NA,NA,NA,NA,NA,"Achievement First Crown Heights Charter School","2018-19","1293","0","100","97","99","94","96","92","92","94","97","125","111","104","92","703","0.544","590","0.456","2","0.002","1193","0.923","75","0.058","18","0.014","5","0.004","198","0.153","6","0.005","1006","0.778","0.657",NA,NA,NA
"1614","84K357",NA,NA,NA,NA,NA,NA,"KIPP AMP Charter School","2018-19","870","0","63","70","90","93","90","93","61","69","78","43","48","39","33","445","0.511","425","0.489","13","0.015","727","0.836","102","0.117","22","0.025","6","0.007","146","0.168","16","0.018","729","0.838","0.777",NA,NA,NA
"1615","84K358",NA,NA,NA,NA,NA,NA,"Achievement First East New York Charter School","2018-19","1110","0","95","89","96","98","91","68","61","60","63","118","107","84","80","590","0.532","520","0.468","8","0.007","737","0.664","344","0.31","14","0.013","7","0.006","124","0.112","24","0.022","918","0.827","0.719",NA,NA,NA
"1616","84K359",NA,NA,NA,NA,NA,NA,"The Uft Charter School","2018-19","221","0","0","0","0","0","0","0","0","0","0","34","71","39","77","101","0.457","120","0.543","5","0.023","159","0.719","52","0.235","3","0.014","2","0.009","27","0.122","19","0.086","181","0.819","0.821",NA,NA,NA
"1617","84K360",NA,NA,NA,NA,NA,NA,"Launch Expeditionary Learning Charter School","2018-19","307","0","0","0","0","0","0","0","110","98","99","0","0","0","0","153","0.498","154","0.502","3","0.01","244","0.795","49","0.16","8","0.026","3","0.01","74","0.241","11","0.036","269","0.876","0.853",NA,NA,NA
"1618","84K362","40.662646","-73.992085","11215","Contact program","15","BROOKLYN","Hellenic Classical Charter School","2018-19","498","18","54","52","54","57","56","57","50","52","48","0","0","0","0","243","0.488","255","0.512","18","0.036","70","0.141","231","0.464","22","0.044","157","0.315","52","0.104","13","0.026","273","0.548","0.493","Hellenic Classical Charter School",NA,NA
"1619","84K367",NA,NA,NA,NA,NA,NA,"Success Academy Charter School - Bed-Stuy 1","2018-19","762","0","69","78","96","89","79","116","107","80","48","0","0","0","0","385","0.505","377","0.495","13","0.017","512","0.672","208","0.273","14","0.018","15","0.02","130","0.171","20","0.026","587","0.77","0.697",NA,NA,NA
"1620","84K379",NA,NA,NA,NA,NA,NA,"Explore Excel Charter School","2018-19","535","0","59","60","59","58","60","57","61","67","54","0","0","0","0","245","0.458","290","0.542","8","0.015","494","0.923","17","0.032","10","0.019","6","0.011","106","0.198","36","0.067","414","0.774","0.644",NA,NA,NA
"1621","84K395",NA,NA,NA,NA,NA,NA,"New Visions A.I.M. Charter High School I","2018-19","186","0","0","0","0","0","0","0","0","0","0","70","55","32","29","96","0.516","90","0.484","1","0.005","125","0.672","43","0.231","11","0.059","6","0.032","88","0.473","9","0.048","161","0.866","0.89",NA,NA,NA
"1622","84K406",NA,NA,NA,NA,NA,NA,"EMBER Charter School for Mindful Education, Innova","2018-19","529","0","48","70","68","67","71","59","71","46","29","0","0","0","0","263","0.497","266","0.503","2","0.004","422","0.798","98","0.185","4","0.008","3","0.006","74","0.14","29","0.055","427","0.807","0.838",NA,NA,NA
"1623","84K417",NA,NA,NA,NA,NA,NA,"Urban Dove Charter School","2018-19","300","0","0","0","0","0","0","0","0","0","0","0","108","87","105","122","0.407","178","0.593","0","0.0","214","0.713","72","0.24","10","0.033","4","0.013","124","0.413","10","0.033","252","0.84","0.873",NA,NA,NA
"1624","84K473",NA,NA,NA,NA,NA,NA,"Williamsburg Charter High School","2018-19","934","0","0","0","0","0","0","0","0","0","0","234","313","150","237","485","0.519","449","0.481","7","0.007","259","0.277","651","0.697","4","0.004","13","0.014","171","0.183","63","0.067","779","0.834","0.787",NA,NA,NA
"1625","84K486",NA,NA,NA,NA,NA,NA,"New Dawn Charter High School","2018-19","238","0","0","0","0","0","0","0","0","0","0","41","58","61","78","116","0.487","122","0.513","2","0.008","134","0.563","89","0.374","6","0.025","7","0.029","115","0.483","15","0.063","201","0.845","0.839",NA,NA,NA
"1626","84K508",NA,NA,NA,NA,NA,NA,"Achievement First Endeavor Charter School","2018-19","804","0","66","92","95","91","88","93","99","83","96","0","0","0","1","404","0.502","400","0.498","9","0.011","667","0.83","107","0.133","11","0.014","10","0.012","109","0.136","8","0.01","591","0.735","0.698",NA,NA,NA
